Titre,Auteurs,Année,Source,Citations,DOI,Lien,Terme_recherche
Outstanding user reported satisfaction for light emitting diodes under-eye rejuvenation.,Wang JY; Kabakova M; Patel P; Bitterman D; Zafar K; Philip R; Gollogly JM; Rivas S; Kurtti A; Yousefi N; Onikoyi O; Masub N; Jagdeo J,2024,Arch Dermatol Res,NC,10.1007/s00403-024-03254-z,https://pubmed.ncbi.nlm.nih.gov/39133416/,"""Photobiomodulation"""
Effect of photobiomodulation with different wavelengths on periodontal repair in non-hyperglycemic and hyperglycemic rats.,de Oliveira VXR; Soares PBF; Jorge GS; de Oliveira APL; Pigossi SC; de Oliveira GJPL,2024,J Periodontal Res,NC,10.1111/jre.13332,https://pubmed.ncbi.nlm.nih.gov/39129240/,"""Photobiomodulation"""
How do clinicians prescribe photobiomodulation therapy (PBMT)? Harmonizing PBMT dosing with photonic fluence and Einstein.,Esteves-Pereira TC; Rawat N; Bensadoun RJ; Arany PR; Santos-Silva AR,2024,Oral Surg Oral Med Oral Pathol Oral Radiol,NC,10.1016/j.oooo.2024.06.017,https://pubmed.ncbi.nlm.nih.gov/39127561/,"""Photobiomodulation"""
Physical Treatments and Therapies for Androgenetic Alopecia.,Lama SBC; Perez-Gonzalez LA; Kosoglu MA; Dennis R; Ortega-Quijano D,2024,J Clin Med,NC,10.3390/jcm13154534,https://pubmed.ncbi.nlm.nih.gov/39124800/,"""Photobiomodulation"""
Blue light photobiomodulation induced osteosarcoma cell death by facilitating ferroptosis and eliciting an incomplete tumor cell stress response.,Yang J; Fu Q; Jiang H; Zhong H; Qin HK; Miao X; Li Y; Liu M; Yao J,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.113003,https://pubmed.ncbi.nlm.nih.gov/39121719/,"""Photobiomodulation"""
Post-surgical photobiomodulation therapy improves outcomes following elective gastropexy in dogs.,Alves JC; Filipe A; Santos A,2024,Lasers Med Sci,NC,10.1007/s10103-024-04164-2,https://pubmed.ncbi.nlm.nih.gov/39115705/,"""Photobiomodulation"""
Transcranial Photobiomodulation Therapy as an Intervention for Opioid Cravings and Depression: A Pilot Cohort Study.,Flora J; Watson Huffer K,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2024.0032,https://pubmed.ncbi.nlm.nih.gov/39110620/,"""Photobiomodulation"""
Clinical Study of Photobiomodulation Effect at Postoperative Clefted Alveolar Ridge Bone Grafting.,Guerrini LB; de Freitas NR; de Azevedo-Silva LJ; Dos Santos CCV; Machado MAAM; de Oliveira TM; Almeida ALPF,2024,J Craniofac Surg,NC,10.1097/SCS.0000000000010524,https://pubmed.ncbi.nlm.nih.gov/39109862/,"""Photobiomodulation"""
"Laryngeal photobiomodulation: application sites, interferences from body mass index and skin phototype.",Plec EMRL; Bacelete VSB; Santos MAR; Gama ACC,2024,Codas,NC,10.1590/2317-1782/20242023333en,https://pubmed.ncbi.nlm.nih.gov/39109706/,"""Photobiomodulation"""
Could light be a broad-spectrum antimicrobial?,Amaral AL; Aoki A; Andrade SA,2024,Evid Based Dent,NC,10.1038/s41432-024-01042-2,https://pubmed.ncbi.nlm.nih.gov/39107461/,"""Photobiomodulation"""
Co-occurrence of oral pemphigus vulgaris and herpes simplex virus infection in a young patient with Crohn's disease: report of a rare case of oral lesions during anti-TFN alpha and immunomodulator therapy.,Lopes DN; de Oliveira NP; de Campos Augusto KC; Milagres A; Miguez AL; Junior AS; Conde DC; Cunha KS; Magalhaes MH; Rozza-de-Menezes RE,2024,Int J Colorectal Dis,NC,10.1007/s00384-024-04673-0,https://pubmed.ncbi.nlm.nih.gov/39105861/,"""Photobiomodulation"""
Photobiomodulation therapy mitigates depressive-like behaviors by remodeling synaptic links and mitochondrial function.,Chen H; Shi X; Liu N; Jiang Z; Ma C; Luo G; Liu S; Wei X; Liu Y; Ming D,2024,J Photochem Photobiol B,NC,10.1016/j.jphotobiol.2024.112998,https://pubmed.ncbi.nlm.nih.gov/39096719/,"""Photobiomodulation"""
The efficacy of high-intensity laser therapy in wound healing: a narrative review.,Yoon SH; Huh BK; Abdi S; Javed S,2024,Lasers Med Sci,NC,10.1007/s10103-024-04146-4,https://pubmed.ncbi.nlm.nih.gov/39096352/,"""Photobiomodulation"""
Effect of low-level light therapy in individuals with dry eye disease.,Antwi A; Schill AW; Redfern R; Ritchey ER,2024,Ophthalmic Physiol Opt,NC,10.1111/opo.13371,https://pubmed.ncbi.nlm.nih.gov/39096028/,"""Photobiomodulation"""
Clinical and preclinical evidence on the bioeffects and movement-related implications of photobiomodulation in the orthodontic tooth movement: A systematic review.,Goncalves A; Monteiro F; Brantuas S; Basset P; Estevez A; Silva FS; Pinho T,2024,Orthod Craniofac Res,NC,10.1111/ocr.12841,https://pubmed.ncbi.nlm.nih.gov/39096021/,"""Photobiomodulation"""
"A Comprehensive Systematic Review of the Effects of Photobiomodulation Therapy in Different Light Wavelength Ranges (Blue, Green, Red, and Near-Infrared) on Sperm Cell Characteristics in Vitro and in Vivo.",Moradi A; Ghaffari Novin M; Bayat M,2024,Reprod Sci,NC,10.1007/s43032-024-01657-x,https://pubmed.ncbi.nlm.nih.gov/39095677/,"""Photobiomodulation"""
Adjunctive photobiomodulation to Basic Periodontal therapy using different low-power laser application techniques: a systematic review and meta-analysis.,da Silva RCM; da Silva LGC; Martins AA; de Araujo CM; Martins ARLA,2024,Lasers Med Sci,NC,10.1007/s10103-024-04148-2,https://pubmed.ncbi.nlm.nih.gov/39093490/,"""Photobiomodulation"""
Photobiomodulation with laser and led on mesenchymal stem cells viability and wound closure in vitro.,Ferro AP; de Jesus Guirro RR; Orellana MD; de Santis GC; Farina Junior JA; de Oliveira Guirro EC,2024,Lasers Med Sci,NC,10.1007/s10103-024-04159-z,https://pubmed.ncbi.nlm.nih.gov/39088075/,"""Photobiomodulation"""
Effect of Photobiomodulation on Crestal Bone Density Around Dental Implants: A Case Report.,Singhania A; Bhoyar A; Dubey SA; Jaiswal T,2024,Cureus,NC,10.7759/cureus.63546,https://pubmed.ncbi.nlm.nih.gov/39086791/,"""Photobiomodulation"""
Revisiting failures in mucogingival surgery.,Prasanth T; Manandhar S; Satisha TS; Gupta N; Kumar P,2024,Med J Armed Forces India,NC,10.1016/j.mjafi.2022.04.007,https://pubmed.ncbi.nlm.nih.gov/39071761/,"""Photobiomodulation"""
Effects of Photobiomodulation Associated with Platelet-Rich Plasma in Acute Rheumatoid Arthritis Induced in Female Wistar Rats' Knee.,Gomes BS; Goncalves AB; Lanza SZ; Esquisatto MAM; Bomfim FRCD; Lopes Filho GJ,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/pho.2024.0060,https://pubmed.ncbi.nlm.nih.gov/39069887/,"""Photobiomodulation"""
Long-Term Benefits of Photobiomodulation Therapy on Health-Related Quality of Life in Burning Mouth Syndrome Patients: A Prospective Study.,de Abreu JM; Nunes T; Almiro PA; Figueiredo J; Corte-Real A,2024,J Clin Med,NC,10.3390/jcm13144272,https://pubmed.ncbi.nlm.nih.gov/39064312/,"""Photobiomodulation"""
Efficacy of Photobiomodulation Therapy in Older Adults: A Systematic Review.,Godaert L; Drame M,2024,Biomedicines,NC,10.3390/biomedicines12071409,https://pubmed.ncbi.nlm.nih.gov/39061982/,"""Photobiomodulation"""
Effects of photobiomodulation on different phases of in vitro osteogenesis.,de Araujo PPB; Martinez EF; Garcez AS; de Castro Raucci LMS; Soares AB; de Araujo VC; Teixeira LN,2024,Photochem Photobiol Sci,NC,10.1007/s43630-024-00616-4,https://pubmed.ncbi.nlm.nih.gov/39060841/,"""Photobiomodulation"""
Neuroprotective Potential of Photobiomodulation Therapy: Mitigating Amyloid-Beta Accumulation and Modulating Acetylcholine Levels in an In Vitro Model of Alzheimer's Disease.,Thammasart S; Namchaiw P; Pasuwat K; Tonsomboon K; Khantachawana A,2024,Photobiomodul Photomed Laser Surg,NC,10.1089/pho.2024.0042,https://pubmed.ncbi.nlm.nih.gov/39058735/,"""Photobiomodulation"""
Effect of photobiomodulation on lower urinary tract dysfunction in rat cystitis model.,Ishibashi N; Uchiyama T; Tao S,2024,PLoS One,NC,10.1371/journal.pone.0306527,https://pubmed.ncbi.nlm.nih.gov/39058716/,"""Photobiomodulation"""
"Effects of a Mat Pilates Exercise Program Associated with Photobiomodulation Therapy in Patients with Chronic Nonspecific Low Back Pain: A Randomized, Double-Blind, Sham-Controlled Trial.",Merlo JK; da Silva AV; Casonatto J; Ribeiro AS; de Oliveira Junior E; do Nascimento AP; de Oliveira RG; Buzzachera CF; da Silva RA; Aguiar AF,2024,Healthcare (Basel),NC,10.3390/healthcare12141416,https://pubmed.ncbi.nlm.nih.gov/39057559/,"""Photobiomodulation"""
Enhancing Osteoblast Differentiation from Adipose-Derived Stem Cells Using Hydrogels and Photobiomodulation: Overcoming In Vitro Limitations for Osteoporosis Treatment.,Da Silva D; Crous A; Abrahamse H,2024,Curr Issues Mol Biol,NC,10.3390/cimb46070379,https://pubmed.ncbi.nlm.nih.gov/39057021/,"""Photobiomodulation"""
Prolonged Photobiomodulation with Near-Infrared Light mitigates incipient retinal deterioration in a Mouse Model of Type 2 Diabetes,"Opazo G, Tapia F, Díaz A, Vielma AH, Schmachtenberg O.",2024,Non disponible,None,10.20944/preprints202410.1650.v1,Non disponible,"""Photobiomodulation"""
Therapeutic Potential of Photobiomodulation in Diabetic Complications.,"Hadebe L, Houreld NN.",2024,Discov Med,None,10.24976/discov.med.202436189.183,https://europepmc.org/article/MED/39463219,"""Photobiomodulation"""
 Treatment of neuropathic pain in leprosy patients with a physiotherapeutic protocol combined with photobiomodulation,"Bonazza DSS, Duarte VMS, Lima TdR, Gomes CM, Damazo AS.",2024,Non disponible,None,10.21203/rs.3.rs-5264215/v1,Non disponible,"""Photobiomodulation"""
Predictive Model of the Effects of Skin Phototype and Body Mass Index on Photobiomodulation Therapy for Orofacial Disorders,"Cassemiro A, Motta LJ, Fiadeiro P, Fonseca E.",2024,Non disponible,None,10.20944/preprints202409.1232.v1,Non disponible,"""Photobiomodulation"""
Muscle pre-activation using photobiomodulation attenuates slow component amplitude during running in heavy domain,"Mezzaroba PV, Filho DMP, Machado FA.",2024,Non disponible,None,10.21203/rs.3.rs-4946944/v1,Non disponible,"""Photobiomodulation"""
""" LIGHTSITE III: 13-Month Efficacy and Safety Evaluation of Multiwavelength Photobiomodulation in Nonexudative (Dry) Age-Related Macular Degeneration Using the LumiThera Valeda Light Delivery System "".","Boyer D, Munk MR, Tedford SE, Croissant CL, Rückert R, Tedford CE.",2024,Retina,None,10.1097/iae.0000000000004266,https://europepmc.org/article/MED/39312884,"""Photobiomodulation"""
Transcranial photobiomodulation: an emerging therapeutic method to enhance brain bioenergetics.,"Gaggi NL, Iosifescu DV.",2024,Neuropsychopharmacology,None,10.1038/s41386-024-01929-9,https://europepmc.org/article/MED/39025949,"""Photobiomodulation"""
Treatment of pediatric patients' post-electric burn hand problems using electrophotobiomodulation rather than early excision and grafting,Elmelegy NG.,2024,Non disponible,None,10.21203/rs.3.rs-5291271/v1,Non disponible,"""Photobiomodulation"""
Machine-Learning-Based Prediction of Photobiomodulation Effects on Older Adults With Cognitive Decline Using Functional Near-Infrared Spectroscopy.,"Lee K, Chun M, Jung B, Kim Y, Yang C, Choi J, Cha J, Lee SH, Im CH.",2024,IEEE Trans Neural Syst Rehabil Eng,None,10.1109/tnsre.2024.3469284,https://europepmc.org/article/MED/39331542,"""Photobiomodulation"""
Effects of transcranial photobiomodulation on peripheral biomarkers associated with oxidative stress and complex IV activity in the prefrontal cortex in rats subjected to chronic mild stress,"Bortoluzzi L, Colombo R, Pinto KBM, Viscardi LH, Missiaggia R, Turella DJ, Schwantess L, Salvador M, Branco CS, Rigotti M, Scotton E, Schons T, Ribeiro SB, Caldieraro MA, Rosa AR.",2024,Non disponible,None,10.21203/rs.3.rs-4883107/v1,Non disponible,"""Photobiomodulation"""
Therapeutic and Analgesic Efficacy of Photobiomodulation Therapy (PBMT) in the Management of Trigeminal Neuralgia: A Case Report,"Al-Kufi HM, Alhumadi A, Ali MS, Al-Deen DMH.",2024,Non disponible,None,10.21203/rs.3.rs-4811935/v1,Non disponible,"""Photobiomodulation"""
"Correction to ""Activation of testosterone-androgen receptor mediates cerebrovascular protection by photobiomodulation treatment in photothrombosis-induced stroke rats"".",Non disponible,2024,CNS Neurosci Ther,None,10.1111/cns.14869,https://europepmc.org/article/MED/39014192,"""Photobiomodulation"""
Effectiveness of Photobiomodulation in Reducing Pain and Disability in Patients With Knee Osteoarthritis: A Systematic Review With Meta-Analysis.,"Oliveira S, Andrade R, Valente C, Espregueira-Mendes J, Silva FS, Hinckel BB, Carvalho Ó, Leal A.",2024,Phys Ther,None,10.1093/ptj/pzae073,https://europepmc.org/article/MED/38775202,"""Photobiomodulation"""
"Novel non-invasive physical photobiomodulation can treat congenital colour vision deficiency and enhance color vision recognition ability: a randomized, single blind, controlled clinical trial","Bao N, Jia L.",2024,Non disponible,None,10.1101/2024.08.13.24311912,Non disponible,"""Photobiomodulation"""
Association of Swimming and Photobiomodulation to Alleviate Nociceptive and Motor Behavior in Rats with Neuropathic Pain,"Araujo LC, Rocha-Braga LC, Ciena AP, Chacur M.",2024,Non disponible,None,10.20944/preprints202408.1899.v1,Non disponible,"""Photobiomodulation"""
Transcranial photobiomodulation for neurodevelopmental disorders: a narrative review.,"Coelho DRA, Renet C, López-Rodríguez S, Cassano P, Vieira WF.",2024,Photochem Photobiol Sci,None,10.1007/s43630-024-00613-7,https://europepmc.org/article/MED/39009808,"""Photobiomodulation"""
Immediate pain alleviation in oral mucositis and other oral ulcerative diseases through photobiomodulation therapy: the preemptive treatment concept.,"Elad S, Keegan R, Fregnani ER, Gavish L, Ottaviani G, Arany P, Zadik Y.",2024,Quintessence Int,None,10.3290/j.qi.b5213529,https://europepmc.org/article/MED/38619258,"""Photobiomodulation"""
Effects of Photobiomodulation and Bethanechol Chloride Treatment on Salivary Composition and Flow Rate in Head and Neck Cancer Patients Undergoing Radiotherapy,"Schepanski N, Liebl BMS, Mendes RT, Costa FS, Amaral CDB, Machado RC, Nogueira ARA, Sassi LM, Araujo MR.",2024,Non disponible,None,10.21203/rs.3.rs-4650778/v1,Non disponible,"""Photobiomodulation"""
Shining a light on male infertility: the power of near-infrared photobiomodulation therapy for human asthenozoospermia,"Stigliani S, ravera s, Maccarini E, Rizzo C, Massarotti C, Anserini P, Bozzo M, AMAROLI A, Scaruffi P.",2024,Non disponible,None,10.21203/rs.3.rs-4767335/v1,Non disponible,"""Photobiomodulation"""
Extraoral photobiomodulation to prevent hyposalivation in patients treated with head and neck radiotherapy: randomized double-blind clinical trial,"de Albuquerque RF, Ribeiro LN, Carvalho AAT, Silva IHM, Meleti M, Vescovi P, Leao JC.",2024,Non disponible,None,10.21203/rs.3.rs-4647405/v1,Non disponible,"""Photobiomodulation"""
Photobiomodulation therapy using a class 3b laser does not cause premature rupture of multivesicular liposomal bupivacaine suspensions in a cadaver model.,"Grewal AS, Frederick SW, Cross AR.",2024,Am J Vet Res,None,10.2460/ajvr.24.02.0041,https://europepmc.org/article/MED/38866042,"""Photobiomodulation"""
Does photobiomodulation require glucose to work effectively?,"Hoh Kam J, Mitrofanis J.",2024,Neural Regen Res,None,10.4103/1673-5374.385290,https://europepmc.org/article/MED/37862181,"""Photobiomodulation"""
"Assessment of the pre-emptive effect of photobiomodulation in the postoperative period of impacted lower third molar extractions: A randomized, controlled, double-blind study protocol.","Salaberry DR, Bruno LH, Cirisola RWC, Longo PL, Chavantes MC, Navarro RS, Gonçalves MLL, Sobral APT, Gimenez T, Duran CCG, Motta LJ, Bussadori SK, Horliana ACRT, Mesquita Ferrari RA, Fernandes KPS.",2024,PLoS One,None,10.1371/journal.pone.0300136,https://europepmc.org/article/MED/38885236,"""Photobiomodulation"""
"The adjunctive use of antimicrobial photodynamic therapy, light-emitting-diode photobiomodulation and ozone therapy in regenerative treatment of stage III/IV grade C periodontitis: a randomized controlled clinical trial.","Cetiner DO, Isler SC, Ilikci-Sagkan R, Sengul J, Kaymaz O, Corekci AU.",2024,Clin Oral Investig,None,10.1007/s00784-024-05794-0,https://europepmc.org/article/MED/38992200,"""Photobiomodulation"""
Clinical Study of Photobiomodulation Effect at Postoperative Clefted Alveolar Ridge Bone Grafting.,"Guerrini LB, de Freitas NR, de Azevedo-Silva LJ, Dos Santos CCV, Machado MAAM, de Oliveira TM, Almeida ALPF.",2024,J Craniofac Surg,None,10.1097/scs.0000000000010524,https://europepmc.org/article/MED/39109862,"""Photobiomodulation"""
Cross-Over Study Evaluating Photobiomodulation in Pain Control in the Lower Limb.,"Pereira de Godoy LM, Pereira de Godoy HJ, Pereira de Godoy JM.",2024,Cureus,None,10.7759/cureus.64914,https://europepmc.org/article/MED/39035599,"""Photobiomodulation"""
Evaluation of photobiomodulation for postoperative discomfort following laser-assisted vital pulp therapy in immature teeth: A preliminary retrospective study.,"Olszewska A, Matys J, Gedrange T, Paszyńska E, Roszak MM, Czajka-Jakubowska A.",2024,Adv Clin Exp Med,None,10.17219/acem/171812,https://europepmc.org/article/MED/37849444,"""Photobiomodulation"""
The Effect of Delayed Photobiomodulation Therapy on Inferior Alveolar Nerve Recovery After Third Molar Removal: A Triple-Blinded Randomized Clinical Trial.,"Yari A, Fasih P, Sadeghi S, Movahed E, Hallajmoghaddam Sarand S, Goodarzi A.",2024,Photobiomodul Photomed Laser Surg,None,10.1089/pho.2024.0016,https://europepmc.org/article/MED/38900722,"""Photobiomodulation"""
Impact of Photobiomodulation on IL1β and TGFβ-1 concentrations in patients with aphthous stomatitis.,"Kareem DS, Al-Ameri LMH, Alalawi AS.",2024,Lasers Med Sci,None,10.1007/s10103-024-04130-y,https://europepmc.org/article/MED/38976032,"""Photobiomodulation"""
Photobiomodulation transiently increases the spontaneous firing in the superficial layer of the rat spinal dorsal horn.,"Ishibashi N, Uta D, Sawahata M, Kume T.",2024,Biochem Biophys Res Commun,None,10.1016/j.bbrc.2024.150362,https://europepmc.org/article/MED/38972142,"""Photobiomodulation"""
Therapeutic Photobiomodulation Before Strenuous Exercise Attenuates Shoulder Muscle Fatigue.,"Crow JA, Stauffer JW, Levine D, Dale RB, Borsa PA.",2024,J Athl Train,None,10.4085/1062-6050-0171.23,https://europepmc.org/article/MED/38015822,"""Photobiomodulation"""
Effect of Using Photobiomodulation (660 Nanometers) for the Treatment of Diabetic Ulcers: Protocol for a Randomized Controlled Trial.,"Miranda MB, Barbosa da Rocha R, Alves RF, Cardoso VS.",2024,Int J Low Extrem Wounds,None,10.1177/15347346241266732,https://europepmc.org/article/MED/39033377,"""Photobiomodulation"""
"The Importance of Power in Photobiomodulation, a Systematic Review and Meta-analysis of High Intensity Laser Therapy","Penberthy WT, Vorwaller CE.",2024,Non disponible,None,10.21203/rs.3.rs-4813995/v1,Non disponible,"""Photobiomodulation"""
